id,sig_id,design_group_id,tags,,,
560,,,"{online learning,""learning styles""}",,,
405,,,"{sustainability,""career preparation"",""strategies for success""}",,,
1683,1,,"{statistics,""ron groups"",""student centered"",""vertical surfaces"",probability,""grade 9"",""interleaving curriculum"",activities,""essential questions""}",,,
1685,6,,"{""portuguese language"",""english as foreign language""}",,,
377,,,"{leadeship,""learning skills"",comunication,thinking,management}",,,
376,,,{smart},,,
375,,,"{biology,chemistry}",,,
362,6,,"{""Technology  innovation for English instruction"",""Computer  language learning"",""computer assisted language learning""}",,,
272,6,13,"{""english as foreign language"",""english as second language"",""English language""}",,,
358,,,"{chemistry,biology}",,,
359,,,"{Design,philosophy,technology,Art}",,,
360,,,"{""english literacy"",maths,inquiry,behavior,""class management"",science,""social  emotional"",assessment,art}",,,
495,,,"{""arts based"",activities,inquiry,kindergarten,assessment,""preschooler"",reading,""fun classroom""}",,,
418,,,"{language,""english as foreign language"",grammar,""teacher training education active methods problem based learning creativity innovation collaborative learning"",teenagers,thinking}",,,
1303,5,,{technology},,,
469,,,{"teaching for engineering students"},,,
530,1,,{"IT Arts Mathematics"},,,
1101,6,,{programming},,,
355,,,"{""technical education"",""technology integration"",technology,""technology professional development"",""information technology"",""teacher training""}",,,
672,4,5,"{""foreign languages"",""teacher training"",""english language"",language,Resource,education}",,,
472,,,"{""Key stage 3"",""Key stage 4"",""Key stage 5"",UK,GCSE,""A Level"",""Using music"",""Using Drama"",""Individual thinking"",Interactive}",,,
690,6,,"{middle school, high school}",,,
473,1,,,,,
417,5,,,,,
414,,,"{""second language writing"",speaking,grammar,""listening skills"",""creative reading"",""creative writing"",""communicative methods"",""applied linguistics"",""english as second language"",""cross curriculum""}",,,
454,,,"{science,""climate change"",""social justice"",""social issues"",""earth science"",poverty,sustainability,""water cycle"",""water systems"",""economic development indicators"",ethic}",,,
1435,6,,"{psychology,accounting,""adult learners"",""blended learning"",""online teaching"",language,communication}",,,
435,,,"{math,mathematics}",,,
409,,,{"english  language"},,,
441,,,"{algebra,trigonometry,probability,statistics,calculus,differentiation,integration,physics}",,,
421,,,,,,
1617,3,,"{philosophy,arts}",,,
1305,1,,"{differentiation,trigonometry,limits}",,,
626,2,,"{biotechnology,genetics,evolution,""cell biology"",ecosystems}",,,
1055,5,,{"Technology in education"},,,
471,,,"{french,""english language""}",,,
1571,18,,{dentistry},,,
1211,18,,"{elearning,""blended learning"",""Virtual learning environment"",""educational platform""}",,,
140,5,,,,,
871,5,,"{""ICT STEM Primary education inquiry problem based"",ict}",,,
396,,,"{physics,mechanics,motion,""waves  sound"",heat,energy,""electricity  magnetism"",teamwork}",,,
970,2,,"{Chemistry,Biology,Physics,""Physical Science"",""Computer Science""}",,,
411,,,"{""Elearning systems"",""Education with technology""}",,,
412,,,"{mathematics,""technology integration"",technology,programming}",,,
475,,,{Masen},,,
777,18,,"{Chemistry,biochemistry,""higher education""}",,,
402,,,"{science,horticulture,agriculture,biology,botany,""life science""}",,,
748,2,,{"3d printing"},,,
413,,,"{Anatomy,STEM,Biology}",,,
404,,,"{chemistry,biology,""environmental science""}",,,
455,,,"{Math,french}",,,
499,,,"{grammar,reading,writing,mathematics,chemistry,biology,music,spelling,homeschooling,logic}",,,
431,,,"{mathematics,english as second language}",,,
430,,,"{mathematics,technology,""information technology""}",,,
1323,6,,"{""math tec sci"",english as second language,facilitating,""information literacy"",ict,i t support,""systems thinking"",storytelling,""soft skills""}",,,
487,,,"{""teacher training"",""english language"",""english as foreign language"",learning}",,,
428,18,,"{science,""english  language"",energy}",,,
416,2,,,,,
886,18,,"{physics,astronomy,""online teaching"",""flipping the classroom"",""active learning"",""community college"",""personalized learning""}",,,
501,,,"{bioinformatics,biotechnology,biology}",,,
533,,,"{""rocks  minerals"",""periodic table"",""atoms, elements,  compounds"",vocabulary,""3d printing"",""earth science""}",,,
1019,1,,"{""problem solving"",middle Year Program,algebra,problem based learning,""flipping the classroom"",gamification}",,,
456,,,"{languages,""listening skills"",""low cost non cost materials for teaching science""}",,,
465,,,"{""EveryDay Mathematics"","" Grade  five Mathematic"",""Grade six Mathematics"",Algebra,Geometry}",,,
1012,18,,{"software technology"},,,
696,18,,"{""technical english"",""english language"",""english as foreign language"",""english as second language"",writing,reading,grammar,vocabulary,literature}",,,
924,2,,"{chemistry,""quantum mechanics"",""periodic table"",pedagogy,""atoms, elements,  compounds"",""analytical chemistry"",""organic chemistry"",""inorganic chemistry""}",,,
1515,18,,,,,
1600,13,,,,,
442,18,,"{ARCHITECTURE,TECHNOLOGY}",,,
546,,,"{Algebra,mathematics,science,""teacher training"",""teacher collaboration"",math,calculus,Geometry,education,""Educational games"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""Teaching teachers"",Evaluation,space,evolution,biology,microscopy,Ecology}",,,
444,,,,,,
661,2,,"{""social biology"",inclusion,""cross curricular"",literacy,labs,""new ways teaching science"",motivation}",,,
424,,,{"english as second language"},,,
464,,,"{Physics,science,""online learning environment"",online,""learning disabilities""}",,,
1572,18,,{dentistry},,,
458,,,"{mathematics,Informatics,Agronomy,Finance,algebra,trigonometry,calculus,statistics}",,,
609,15,,"{science,maths,""language grammar""}",,,
433,2,,"{physics,""electronics engineering"",algorithms,mathematics,telecommunications}",,,
574,,,"{""ib diploma"",lab}",,,
1200,2,,"{biotechnology,biology,""inquiry based science education"",microbiology,""human biology"",evolution,""climate change"",genetics,""listening skills"",""problem solving"",questions,""resilience topics"",""soil science"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""teaching scientists work with students in biomedical research lab setting"",writing}",,,
427,,,"{""Cell biology"",""molecular biology"",biochemistry}",,,
1410,6,,{gus},,,
474,,,"{""english  language"",engineering,""physical education""}",,,
225,6,,"{""english as foreign language"",""english as second language""}",,,
370,13,,"{Stem,""elementary science"",boston,ell,""nature learning""}",,,
989,1,,,,,
459,,,"{environment,""environmental issues"",""energy efficiency"",engineering,""sustainable engineering"",sustainability,""green buildings"",""building performance simulation""}",,,
461,,,"{biology,""high school""}",,,
462,,,"{elementary,activities,""best practices"",comprehension,creativity,""class management"",""curriculum design"",educator,education,""elementary math"",""elementary language arts"",""elementary science"",""elementary art"",""english second language"",""early learning"",""early childhood education"",""english literacy"",holistic,""interactive whiteboard"",ipad,kindergarten,""language arts"",""love learn"",metacognition,observation,reading,""social studies"",""social  emotional"",technology,urban,writing,""st math""}",,,
1488,5,,"{""educational technology"",english as second language,""english as second language english as second language"",filmmaking,""media literacy"",design,programming,""app inventor"",""english second language"",""english language learners"",""english as second language""}",,,
628,13,,"{differentiation,inquiry,interactive,""instructional coach"",integration,""inclusive education"",internet,""collaborative learning"",""critical thinking"",pedagogy,""social justice"",""technology integration"",""thinking skills""}",,,
1327,18,,{"high school physics"},,,
627,3,,"{Music,Choir,B,Drama,""musical theater""}",,,
521,,,"{""educational technology"",e learning,""film production"",Video,""community health""}",,,
446,,,,,,
1602,1,,,,,
400,15,,"{history,""social science"",mathematics,""english as foreign language"",spanish,science}",,,
502,,,"{iPad,""google apps"",inquiry,Primary Year Program,""technology integration"",""formative assessment"",""international school""}",,,
447,,,,,,
950,18,,"{""computer science"",programming,algorithms,""web tools"",""web"",javascript,c,""new technologies""}",,,
789,15,,,,,
735,5,,"{design,""web design"",it,graphic,management,""project management"",programming}",,,
463,,,"{literature,creativity,communication}",,,
1436,18,,"{science,""english  language"",leadership}",,,
467,,,,,,
1064,1,,"{mathematics,""science biology physics chemistry environmental science"",""algebra, geometry, probability""}",,,
1426,18,,"{dentistry,esthetics}",,,
513,,,,,,
448,,,"{biology,chemistry,maths,physics,secondary,primary,ICT,""english as foreign language"",mobile}",,,
146,6,,"{""english language"",""college prep"",""technical education"",""academic english as second language"",""educational supervisor"",""learning skills"",""teacher training"",""business english"",""graduate students"",management,reading,writing}",,,
514,,,"{chemistry,physics,environment}",,,
516,,,"{mathematics,programming}",,,
1063,6,,"{""english  language"",""technology professional development""}",,,
452,,,"{FE,""environment education"",""community college"",geology,chemistry}",,,
489,,,"{mathematics,french,english,""physical education"",music,""visual arts"",history,science,grammar,vocabulary,geometry,calculus,""number sense""}",,,
453,,,"{engineering,""electronics engineering""}",,,
941,6,,"{""english language"",""english as foreign language"",""english as second language"",""teacher training""}",,,
504,,,"{science,chemistry,math,mathematics,maths}",,,
534,,,"{science,microscopy,biology,""cell biology""}",,,
697,2,,"{biology,""high school"",biochemistry,biotechnology,environment,""environmental issues"",""environment education"",evolution,ecology,genetics,""educational games"",""learning styles"",""learning skills""}",,,
698,17,,,,,
548,,,,,,
914,6,,"{english as second language,literature}",,,
477,,,"{art,""social science"",""higher education"",""hispanic studies"",design,research,humanities,history}",,,
1021,3,,{B},,,
1390,5,,"{Programming,""Computer Science"",ECS,""AP CSP""}",,,
505,,,"{behavior,""ethics basic language""}",,,
529,,,,,,
550,18,,"{""educational technology"",e learning,ict,""instructional design"",""instructional design   technology"",""technology integration"",technology,""teacher training"",""technology professional development"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",training,lms}",,,
578,,,"{math,""middle school"",""private school"",""6th grade"",differentiation}",,,
1068,5,,"{technology,""educational technology"",""media design""}",,,
1603,18,,,,,
481,,,"{""art history"",""contemporary art"",cinema,french}",,,
496,,,"{engineering,""technical drawing"",technology,mathematics}",,,
483,,,,,,
1307,6,,"{language,""french as foreign language""}",,,
493,,,"{""IB Diploma"",""International School"",laptops,IGCSE}",,,
296,4,,"{""World History, english as second language, english as second language"",""On line teaching"",""Virtual education""}",,,
497,,,,,,
485,,,"{psychology,sociology,""learning coach"",""mythology  folklore"",religion}",,,
716,5,,"{programming,""computer science"",""computer programing"",""information literacy"",""information  communication technology"",""project based learning""}",,,
945,15,,"{Primary Year Program,bilingual,""pre primary""}",,,
484,,,"{""career technical education"",""business education"",""language arts"",writing,composition,literary,""library media"",""listening skills"",""learning strategies"",""life skills"",""english language"",entrepreneurship,english as second language,""educational technology"",""english language"",assessment,adults,""business math"",books,civics,citizenship,careers,""cross curricular"",""college prep"",creativity,""career preparation"",""creative reading"",""critical thinking"",comprehension,""creative writing"",""cross curriculum"",""digital literacy"",differentiation,""financial literacy"",""family studies"",""fun classroom"",feedback,government,""grade nine biology"",history,""high school"",health,interactive,""information communication technology"",""inquiry based instruction"",""introduction business"",internet,""information communications technology"",""information literacy"",""job development"",keyboarding,library,marketing,""media literacy"",""media design"",music,multimedia,""oral communication"",""online teaching"",""physical education"",""public speaking"",""project based learning"",""reading comprehension"",research,""reading poetry"",""social justice"",""study skills"",science,shakespeare,speaking,secondary,""special education"",""special needs"",smartboard,""social science"",spanish,strategies,""strategies for success"",""thinking skills"",teenagers,technology,""task based language learning"",""time management"",""technology integration"",""teaching english as foreign language"",""technology innovation for english instruction"",""us history"",""visual literacy"",vocabulary,""world work"",""word processing""}",,,
506,,,"{""special needs"",science,""weak learners"",mathematics}",,,
523,,,"{portuguese,english,music,maths,history,science,sports}",,,
769,18,,"{engineering,""engineering mechanics"",construction,""environmental engineering"",management,""applied IT"",english as second language,architecture}",,,
549,,,"{""social studies"",""foreign languages""}",,,
1517,18,,"{""online learning"",""online teaching"",""physics education"",""project based learning"",""twenty first century learning design""}",,,
564,,,"{energy,electricity,artifact,machines}",,,
617,3,,"{arts,""contemporary art"",culture,language,creativity}",,,
1052,2,,"{""science education"",""science teaching""}",,,
380,13,,,,,
1688,15,,"{science,""liberal studies"",""integrated humanities"",careers,""earth science"",geology}",,,
673,18,,"{""computer architecture"",""assembly language"",programming,algorithms,matlab,computer,css,""web design"",""professional education"",networks,""visual programming"",unix,windows,""operating systems""}",,,
1412,6,,{"english as second language english as second language"},,,
1496,17,,"{education,""teaching materials""}",,,
426,13,,{steam},,,
525,6,,,,,
590,,,"{maths,""english as second language"",""elementary subjects"",science,arabic,secondary}",,,
850,5,,"{business,""career preparation""}",,,
592,,,"{""electronics engineering"",robotics,computing,mathematics,physics}",,,
1684,18,,{"twenty first century learning design"},,,
1559,18,,"{""higher education"",""online teaching"",""online professional development""}",,,
1689,4,,{"english  language"},,,
527,,,"{physics,biochemistry,biology,chemistry,clickers,""Visual Basic"",Java,Maths,""inquiry based instruction"",""mastery based assessment""}",,,
1043,6,,,,,
1569,17,,"{""practical science"",""science kit design"",""science experiments"",""science fairs"",""science education"",""science  social impact"",""computer science"",""computer activities improve skills children development"",""computer programing""}",,,
9,5,,"{electronics,robotics,""control systems"",physics,engineering,""applied science"",""applied mathematics""}",,,
511,,,"{""project management"",Innovation,Leadership,Marketing}",,,
1209,17,,"{""social media"",""flipping the classroom"",""systems thinking""}",,,
510,,,"{""technical education"",""teaching for engineering students"",technology}",,,
565,6,,{EAL},,,
407,13,,"{""preschooler"",startup,""avant garde""}",,,
552,,,"{""science teaching"",""electronics engineering"",""physics education"",e learning,e resources,""online teaching"",""e class rooms""}",,,
1194,18,,"{""educational technology"",research}",,,
1179,13,28,"{technology,mathematics,coding,video,robotics,""3d printing"",nature,scratch}",,,
23,13,,"{Science,GT,""Math tutor""}",,,
589,,,,,,
517,,,"{""allied health"",anatomy,Physiotherapy,pathology}",,,
593,,,"{""educational technology"",education,""collaborative learning""}",,,
1053,4,,"{""social work"",sociology,anthropology,health,""health care"",law}",,,
566,,,"{physics,""electronics engineering"",electromagnetism}",,,
662,13,,"{mathematics,science,""social studies"",intervention}",,,
845,2,,"{chemistry,""social justice  science"",""social justice"",STEM}",,,
729,2,,"{""engineering contests"",Science}",,,
1543,15,,"{""learning skills"",""learning  development"",""english as second language"",""spanish instruction"",""spanish conversation"",spanish,""english as second language"",""teaching adults"",""teaching grammar"",""teaching postgraduates""}",,,
381,2,,"{physics,chemistry,math}",,,
536,,,"{""english as foreign language"",""english  reading   writing""}",,,
531,6,,"{""english foreign language"",""science experiments"",kindergarten,""an english for preschool  school children"",""preschooler"",bilingual,""early childhood education"",preschool,""art for secondary school""}",,,
780,2,,"{""ap biology"",biology}",,,
1687,4,,"{""english literature"",""english language"",""english as second language"",""english for specific purposes""}",,,
640,,,{"educational technology"},,,
665,18,,"{""information  communication technology"",""Information technology"",""information systems"",""computer programing"",""cyber security"",""network security"",""information security management"",""digital forensics""}",,,
1020,18,,"{""information technology"",innovation}",,,
1512,3,,"{coaching,""teacher training"",""learning  the brain"",writing,""reading   writing"",course}",,,
951,13,,{},,,
555,,,,,,
567,,,"{computing,""computer architecture"",Composition Literature,""computer assisted language learning"",french,""multimedia assisted language learning"",""adult education"",""blended learning"",""collaborative learning"",curriculum,communication,""digital marketing"",""games in education"",""information technology"",lms}",,,
568,3,,{music},,,
571,15,,"{""elementary k 5"",""substitute teacher"",music}",,,
570,,,"{mathematics,religion,""reading comprehension""}",,,
611,,,"{technology,""educational technology"",computing}",,,
569,5,,"{""Tech Integration"",""computer science"",""java programming"",""high school technology integration"",stem,robotics,""maker stuff""}",,,
538,17,,"{space,science,astronomy,stem}",,,
1655,2,,,,,
612,2,,{"science education"},,,
545,,,{"english as foreign language"},,,
559,6,,"{spanish,english as second language,""foreign language"",""foreign languages""}",,,
556,,,"{""hs on"",""critical thinking"",""multiple intelligent"",""multidisciplinary approach"",multigrade,""pedagogical documentation"",""social  emotional education"",""inclusive education""}",,,
594,,,"{pharmacy,""medical education"",""higher education"",university,certification,""online teaching"",""knowledge management""}",,,
583,,,"{coding,tinkering}",,,
699,18,,"{""Business Studies"",Accounting,business}",,,
1460,15,,"{science,""environmental science"",""environmental education"",environment,""environmental management"",sustainability,history}",,,
702,18,,"{software,""payroll administration"",""human resource management""}",,,
1630,13,,{Luciana},,,
558,,,"{""digital literacy"",""english as foreign language"",""english language"",english,primary,""second language speaker"",online}",,,
439,18,,"{Business,Training,management,""human resource management""}",,,
607,1,,"{quebec,resource,Google Apps for Education,Google}",,,
1570,6,,{"english as second language english as second language languages"},,,
791,18,,"{""business studies"",finance}",,,
859,2,,"{""communicative methods"",""project work"",feedback,understanding}",,,
1391,18,,{"economy management marketing tourism"},,,
572,,,"{""language arts"",english,""middle school""}",,,
1521,2,,{"ap physics"},,,
1157,15,,{"elementary subjects"},,,
576,2,,"{biology,biotechnology,biodiversity,evolution,ecosystems,experiment,""environmental science"",""college prep"",cells,genetics,""high school"",robots,""tissues, organs,  systems"",""cell biology"",""class management""}",,,
1387,6,,"{language,""creative teaching"",creativity,curriculum}",,,
678,5,,"{programming,mathematics,google,""maker stuff"",geometry}",,,
575,,,"{""chemical reactions  their applications"",""chemical calculations"",""chemistry in the environment"",""chemical reactions"",chemistry,""organic chemistry"",biochemistry,biodiversity,epistemology}",,,
1069,5,,{"tech coach"},,,
581,,,"{literacy,""social science"",psychology}",,,
630,4,,{"high school english"},,,
666,18,,"{""online teaching"",""digital learning"",art,humanities,literature,""high school"",""higher education"",""distance education"",""college prep"",""creative teaching"",""contemporary art"",writing,Composition Literature,curriculum,culture,""adult learners"",""adult education"",""college instruction"",colleges,""college teaching"",college,""us history"",""university instruction"",""technical education"",""technology integration"",Reform,""social work"",""social science""}",,,
798,4,,{economics},,,
584,,,"{culture,chinese}",,,
598,18,,"{business,""university instruction""}",,,
1306,17,,,,,
642,15,,"{publishing,ebooks,editing,writing,process,literacy,illustration,""picture research"",teamwork,primary,""year 3"",""year 4""}",,,
604,6,,"{english as second language,""world history, english as second language, english as second language"",""social issues"",""social justice""}",,,
613,,,"{science,mathematics,statistics,arts,communication}",,,
907,18,,"{project,environment,quality}",,,
1537,18,26,{"Educational Technology Innovation"},,,
586,,,"{""middle school"",""flipped classroom""}",,,
682,2,,{},,,
631,,,"{spanish,languages,french}",,,
1464,18,,,,,
770,4,,"{history,""social studies"",science}",,,
1044,17,,"{history,""science biology physics chemistry environmental science""}",,,
600,,,,,,
601,,,"{Isarel,english as second language,Hebrew,literature,Languages,kindergarten,""high school""}",,,
70,4,,"{english as second language,""Grade 7"",""northern canada"",reading,math,""General science"",""local science"",""world science"",""word problems"",english,writing}",,,
602,,,,,,
1544,6,,"{""Educacion infant"",""Preschool Education""}",,,
603,,,,,,
995,4,,"{spanish,""spanish conversation"",""english  language"",english,french}",,,
1253,2,,,,,
313,18,,"{Algorithms,engineering,mathematics}",,,
725,4,,"{""Environmental Science"",""Food systems"",Oceanography,""Fisheries  Wildlife""}",,,
1308,13,,"{coding,programming,integration,pedagogy,education technology}",,,
1135,13,,"{""elementary education"",""digital literacy"",Tablets,Mobiles}",,,
1650,18,,{online learning},,,
633,,,,,,
646,,,"{business,marketing,facilitating,""college teaching"",""online teaching"",""higher education"",""information technology""}",,,
599,18,,"{""science teaching"",""Teacher educator"",ICT,""technology professional development"",India,""teaching teachers"",""vernacular language"",""teacher training institute"",constructivism}",,,
619,,,"{language,""teacher training education active methods problem based learning creativity innovation collaborative learning"",""team building"",children}",,,
1690,6,,"{communication,""graduate students"",""international business"",rpg}",,,
634,,,{programming},,,
620,,,,,,
739,2,,"{biology,chemistry,science}",,,
386,13,,"{""primary school"",aurora,language,math,science,""social studies"",art,""Accountable talk"",""Critical thinking""}",,,
1371,6,13,"{tutor,""time management"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",homeschool,""an english for preschool  school children"",""art  craft"",""additional language"",""multiple intelligent"",""english as second language"",""english for kids"",""fun classroom"",primary school,grammar,""primary school""}",,,
648,18,,,,,
71,13,,"{""primary math"",""primary science"",""split grades"",assessment,inquiry,reading,writing,""technology integration"",""media literacy""}",,,
1573,6,,"{""teacher training"",""english language"",""multimedia assisted language learning"",""online college advisor"",portuguese,""adult learners""}",,,
622,,,,,,
688,18,,"{""blended learning"",""teaching  learning technology"",pedagogy,""learning strategies"",""teaching strategies""}",,,
621,18,,"{university,""community health"",autonomy}",,,
644,2,,"{""digital textbook"",videomaker,experiment}",,,
1203,18,,"{psychology,""educational technology"",""collaborative learning"",education,""teaching with technology"",""technology in education"",counseling}",,,
813,18,,"{""geometrical metrology"",""dimensional metrology"",""signal analysis""}",,,
623,,,"{""AP computer science"",java,geometry,""app inventor""}",,,
636,,,"{""active learning"",""teacher training"",""teacher training institute"",""foreign languages"",javascript,""interactive whiteboard"",""online teaching"",""informal education"",steam,""distance education"",""games in education"",linguistics,""computer assisted language learning"",""visual basic"",""blended learning"",""new technologies""}",,,
637,,,"{""english as second language"",""english as foreign language"",""english language""}",,,
808,6,,"{""english as second language"",""english as foreign language"",mathematics,""english literacy"",""english language structure"",""english language"",""english  reading   writing""}",,,
649,6,,"{music,""applied learning"",creativity,""collaborative learning"",""creative teaching"",dialogue,""digital learning"",""foreign language"",""learning skills"",motivation,primary,research,spanish,""vernacular language""}",,,
663,5,,"{Hospitality,Tourism,""Co operative Education"",Guidance}",,,
1000,1,,"{math,science,economy}",,,
1320,6,,"{""english as second language"",""english children"",kindergarten,children}",,,
711,4,,"{""english as second language"",""english as foreign language"",""english for specific purposes"",""english language arts"",""english  reading   writing"",""english language"",english}",,,
704,17,,,,,
312,2,,"{""chemical reactions  their applications"",""chemistry in the environment"",""chemical calculations"",""chemical bonding"",chemistry,""chemical systems  equilibrium"",""chemical names"",""chemical reactions"",""acids  bases"",""organic chemistry"",electrochemistry,""gases  atmospheric chemistry"",""solutions  solubility"",biochemistry,medicine,""analytical chemistry""}",,,
872,18,,"{""language arts"",""technology integration"",""project management"",""professional education"",""corporate training"",""adult education"",""adult learners"",adults,""blended learning"",""learning skills"",""learning styles""}",,,
429,15,,,,,
1328,4,,"{""common core"",ELA,""English Language Arts"",""Middle School"",""8th Grade"",""social studies""}",,,
158,2,,"{physics,chemistry,robotics}",,,
153,3,,"{musica,art,instruments,sound,sing,choral}",,,
650,2,,"{evolution,ecology,genetics,dna,physiology,cells}",,,
1329,6,,"{spanish,literature,language,""cultural studies""}",,,
653,4,,"{""u s  history"",""middle school""}",,,
547,18,,"{""Social Media"",strategies,College,""New Media""}",,,
1564,2,18,{"pre service teacher"},,,
155,17,,"{Homeschool,preschool,Educator}",,,
652,15,,"{government,addition,subtraction,fractions,Figures}",,,
719,4,,"{philosophy,law,economics}",,,
790,18,,"{mathematics,""educational technology""}",,,
1438,17,,"{museology,""environment education"",history,biology,geology,science,""environmental issues"",""science museum"",""technology integration"",economics}",,,
655,13,,,,,
721,1,,"{mathematics,technology}",,,
771,13,,"{coding,inquiry,""nature learning"",technology,mathematics,""science education""}",,,
667,2,,"{""flipped classroom"",physics,physics}",,,
707,2,,,,,
503,2,,,,,
756,13,,"{ipads,""technology integration"",""technology professional development"",smartboard,assessment,""best practices"",""accountable talk"",""critical thinking"",""classroom teacher"",""curriculum design"",differentiation,""differentiated curriculum"",""grade 3""}",,,
668,4,,"{""social studies"",psychology,history,secondary,gifted}",,,
706,18,,"{networks,security,computing}",,,
681,18,,"{Religion,Language,""web design"",Elearning}",,,
197,6,,"{Kindergarten,French,""second language"",""number recognition"",reading}",,,
209,13,,"{""primary years program"",""media literacy"",maths,science}",,,
656,18,,"{finance,marketing,business,management,""business communication""}",,,
1629,2,,"{""digital literacy"",""digital forensics"",""digital textbook"",""differential equations""}",,,
700,6,,"{""learning strategies"",literature,language,""language arts"",""learning process"",""educational technology"",""task based language learning"",""thinking skills"",""teaching strategies"",""high school"",adults}",,,
812,2,,"{""Chemical Reactions"",""organic chemistry"",Chemistry}",,,
1413,6,,"{english as second language,""sat subject tests"",""writing skills"",""reading comprehension"",""reading skills"",assessment}",,,
657,18,,"{""electrical engineering"",""power plant engineering""}",,,
618,6,,{"english as foreign language"},,,
500,18,,"{biology,""community college"",botany,zoology,microbiology}",,,
669,4,,"{literature,moodle,""language arts""}",,,
518,4,,,,,
47,18,,"{""college prep"",Chemistry,""community college""}",,,
670,4,,"{History,""media studies"",""english language"",""english  reading   writing"",""english language arts"",""media literacy""}",,,
419,6,,"{spanish,linguistics,""second language acquisition""}",,,
782,18,,"{e learning,""instructional design"",""instructional design   technology"",""higher education"",""university instruction"",""blended learning"",""flipping the classroom""}",,,
674,4,,,,,
1656,18,,{"network security"},,,
315,18,,"{dental,orthodontics,science,""human biology""}",,,
33,15,,"{""Elementary Science"",""Language Arts"",""US History""}",,,
1149,6,,,,,
671,18,,"{""technology integration"",teamwork,""technology professional development"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""e class rooms"",e learning,medicine}",,,
677,17,,,,,
684,1,,{},,,
553,18,,"{""english as foreign language"",technology}",,,
1458,5,,"{ICT,STEM,""technology integration"",""tech coach"",""teacher training"",""teaching with technology""}",,,
784,13,,"{bilingual,primary school,problem based learning,Spanish}",,,
710,2,,,,,
685,2,,{"science biology physics chemistry environmental science"},,,
738,2,,"{geology,""environmental issues"",ecology,biology}",,,
757,2,,"{physics,""physical science"",engineering,""inquiry based instruction"",""modeling physics"",modeling}",,,
709,2,,"{""chemical reactions  their applications"",chemistry,""cell biology"",physics,biology}",,,
686,2,,"{biology,genetics,teamwork,""teaching with technology"",""teacher education"",""online course"",collaboration,""inquiry based instruction"",""gifted students""}",,,
325,6,,"{""english  language"",english as second language,english as second language,english,""english as second language"",""listening skills"",comprehension,writing,reading,language,primary,speaking,vocabulary}",,,
687,2,,"{comunication,materials,science,""language arts"",writing}",,,
691,18,,{sports},,,
105,6,,"{""academic english as second language"",""active learning"",""applied learning"",""active methods"",""asian cultures""}",,,
692,1,,,,,
723,18,,"{business,""business studies"",""sales training"",marketing,""human resource management""}",,,
1518,13,,"{behavior,""english language"",""english literacy"",mathematics,writing}",,,
683,6,,"{adults,""adult education"",""business english"",""business communication"",""creative teaching"",communication,culture,""distance education"",english as second language,english,""elementary reading"",""elementary writing"",e learning,""english as foreign language"",""english as second language"",""foreign languages"",grammar,""games in education"",kindergarten,""learning skills"",""learning styles"",""online teaching"",polish,pol,""phonetics  phonology"",reading,""self education"",sla,spelling,""second languages"",""tourism english""}",,,
1255,6,,"{""english  language"",english as second language,Kids,music,arts,""english language teaching""}",,,
1478,18,19,"{innovation,teamwork,online}",,,
740,15,,"{inquiry,questions,mindfulness,storytelling}",,,
1310,18,,"{""project management"",""software engineering"",""knowledge management""}",,,
694,13,,"{creativity,game,coding,environment}",,,
394,3,,"{""drawing   painting"",filmmaking,aesthetics,""art history"",architecture,""silhouette animation"",""fashion design"",""art appreciation"",""art  design""}",,,
708,18,,"{law,""commercial law"",""legal reasoning"",research}",,,
422,18,,"{""primary years program"",""civic education"",reading,math,technology,""social studies"",""social  emotional""}",,,
624,13,,"{library,""social studies"",science,writing,inquiry,reading}",,,
1269,2,,"{plants,robotics,physics,sound,forces,cells,""scientific method"",measurement,chemistry,hydroponics,birds}",,,
610,13,,"{""wireless sensor networks"",""digital circuit design"",""circuit theory""}",,,
741,1,,"{physics,mathematics,mechanics}",,,
829,18,,"{arts,marketing,economics,journalism,writing,""english language"",innovation,advertising,""digital marketing"",""environmental issues""}",,,
596,4,60,{"English Language Arts"},,,
760,18,,,,,
712,18,,"{workplace,vocational,training,""Business Analysis"",Government,""adult education"",""adult learners"",adults,ict,it,""information technology"",""online teaching"",""blended learning""}",,,
1411,6,,"{phonetics,grammar}",,,
964,4,,"{science,geology,history,humanities}",,,
720,6,,"{""French as Foreign Language"",""instructional design   technology""}",,,
726,4,,"{literature,grammar,""writing workshop"",vocabulary,"" test skills""}",,,
1372,1,,"{mathematics,""teacher training"",technology,tutor,""teaching mathematics"",""computer  language learning"",""computer activities improve skills children development"",""high school math"",""computer classes for kids"",kinematics,""teaching with technology""}",,,
1415,3,,,,,
715,2,,,,,
718,2,,"{""science biology physics chemistry environmental science"",secondary,""high school physics chemistry mathematics"",""teacher training"",""environmental issues"",""collaborative learning"",""creative teaching""}",,,
317,6,,{shire},,,
728,6,,"{english as second language,english,""educational technology"",e learning,""english as foreign language"",""online teaching""}",,,
1575,3,,"{philosophy,ethics}",,,
1347,6,,{pharmacy},,,
1620,5,,"{""portuguese language"",""reading comprehension"",""artistic language"",""critical thinking""}",,,
